ax,ay,az,gx,gy,gz,Lebal
2.536734028,-1.210848259,9.957465577,-0.023398705,-0.112317197,-0.47690475,1
2.568308474,0.221751047,10.67437429,0.104077881,-0.094609298,-0.502522089,1
2.76659956,-0.345229332,11.03566801,0.194305287,-0.082283785,-0.431471388,1
3.065883147,-0.592086219,10.07071924,0.114704187,-0.083137181,-0.46082997,1
2.78424283,1.82837196,9.993236739,0.073185857,-0.094102897,-0.495023817,1
2.536003766,1.180616018,10.42247348,0.137442219,-0.125955422,-0.44413461,1
2.801317323,-0.428536299,10.86026976,0.297033066,-0.129809473,-0.524421509,1
2.959968561,-0.038858998,11.27162128,0.170337623,-0.11265247,-0.522235117,1
2.93063244,-0.478717207,10.84142783,0.064314565,-0.097525187,-0.538487623,1
2.718102678,-0.398511933,10.32929936,0.017289674,-0.118486202,-0.59704403,1
2.840488266,0.325156574,10.41880958,0.057326531,-0.116803603,-0.615432055,1
2.924324508,0.115094925,10.92845429,0.283902801,-0.104037885,-0.520465868,1
2.666775921,-0.422128476,11.39342614,0.338782889,-0.125251011,-0.540206398,1
3.076171497,-0.586404433,11.44533577,0.267404255,-0.097957259,-0.558092524,1
3.319320559,-0.11376855,11.00851459,0.138278481,-0.049869769,-0.628834726,1
3.090547331,-0.611784078,10.55326493,0.04853525,-0.029652054,-0.615090934,1
2.675553105,-1.176982765,11.19707169,0.196346981,-0.025279962,-0.589872492,1
2.160661902,-0.763464187,11.56364336,0.291024334,-0.026980204,-0.545598008,1
2.845412466,-0.852998726,10.86866883,0.17699886,-0.017024152,-0.585419149,1
3.484540257,0.3553223,10.89510811,0.20110305,0.010004403,-0.694075277,1
3.180094826,-1.112918334,11.37633992,0.376706367,-0.034775508,-0.601678724,1
2.054365265,-1.989573716,11.0617744,0.411785165,-0.024339625,-0.514560206,1
2.278508825,-0.395486324,9.672450782,0.005910561,0.011276219,-0.679747183,1
2.586258848,0.579651261,9.278457893,-0.014640154,0.04586734,-0.685685747,1
2.897938112,0.972073832,10.01587286,0.251788366,0.031392972,-0.582787136,1
4.961016274,-1.167667764,8.953293414,0.317121129,0.082629905,-0.698518569,1
3.388345556,-3.675016393,9.413021052,0.166659461,0.124826784,-0.831850765,1
-0.928565964,-0.535401314,11.53294971,0.216769576,0.082071424,-0.473179718,1
-2.10506246,0.571058919,10.87482362,0.119054871,-0.035066686,-0.395957735,1
2.9028139,-1.020734218,9.803515919,0.074576233,0.084567399,-0.820896123,1
5.863539048,-1.126310258,12.36404516,0.217666438,0.099424643,-1.273073893,1
3.477581652,-1.948684557,13.76272454,0.440594483,0.011487367,-0.861350728,1
-1.890277559,-1.59978687,11.9786859,0.128261502,-0.230002943,-0.358851271,1
-2.191897169,0.585180324,10.07670866,-0.073271025,-0.04796452,-0.371520426,1
2.453368499,0.42211038,8.935745948,0.004664886,-0.040590953,-0.979434418,1
3.699023782,-0.834559029,7.816126222,0.088627257,-0.073806821,-1.089133564,1
0.091436336,0.644762322,10.51826838,0.146937409,-0.213779948,-0.717245053,1
-2.793254391,-3.115601656,13.15666552,0.708459244,-0.486144348,-0.292325634,1
0.908225043,-2.330248298,14.60590041,0.67830838,-0.343954338,-0.773089367,1
4.883951651,-1.967640373,13.39564464,0.193676766,-0.009605406,-1.274292729,1
3.643832006,-1.933473104,12.95270155,0.178489059,-0.122367582,-0.929866249,1
-1.299381236,-2.215063021,15.05820958,0.719902521,-0.234813944,-0.301412323,1
-2.595118288,-2.195281916,16.04397422,0.703420954,-0.163602542,-0.29957282,1
-0.047178788,-3.455268924,14.58626504,0.402983759,-0.098949172,-0.788231599,1
0.83685073,-0.431112713,13.07318899,0.320886686,0.071031309,-0.918716285,1
0.433490505,0.194146665,11.27797098,0.304728327,-0.106330301,-0.56042583,1
0.177428794,-0.797408607,12.19399779,0.606321815,-0.190251406,-0.568341729,1
-0.704081217,-3.177533298,13.27939529,0.875317369,-0.227562135,-0.584018758,1
-1.126126717,-2.25519159,11.72819414,0.566162484,-0.238018108,-0.62869973,1
-1.075518889,-0.195519019,8.492591651,0.077713447,-0.179071055,-0.666729808,1
-0.025769628,0.775264342,8.194056516,0.14387102,-0.168067109,-0.658872465,1
2.0116571,-1.601254741,11.64754491,0.805886427,-0.382206902,-0.729384434,1
1.046088028,-2.785695369,13.8300187,0.988917576,-0.334880984,-0.744574162,1
-2.078503408,-0.556629719,11.79933505,0.525486349,-0.402825577,-0.357955366,1
-1.531218035,2.002545058,8.390377777,-0.012005329,-0.396904797,-0.434960561,1
2.754653317,0.812363191,8.861698235,0.042249856,-0.12373747,-0.884465612,1
3.646221401,-2.488892532,12.05083777,0.607224548,-0.211902708,-1.117601072,1
0.395352147,-3.539165695,14.05204888,0.777004839,-0.226599985,-0.575361964,1
-1.099475163,-1.439872213,12.22611031,0.330951121,-0.40989182,-0.429170416,1
0.521132572,0.463724207,9.790078484,0.001683311,-0.085368002,-0.673632994,1
2.012599229,0.142232544,9.475154777,0.180922432,-0.035857322,-0.802227546,1
0.985303344,-1.958229713,11.55682657,0.357523355,-0.069963508,-0.768371603,1
-0.205660044,-2.500360853,13.19080072,0.534019104,-0.109726176,-0.61293613,1
-0.578280417,-2.791490955,11.98252396,0.245239901,-0.07538049,-0.647804086,1
-0.345000159,-0.25779441,10.51353047,0.055407579,-0.042370911,-0.719230409,1
-0.489807967,-0.98848049,9.563484116,0.069986236,-0.047423841,-0.638988087,1
-0.407906095,-2.502551449,11.00292116,0.515540969,-0.143546289,-0.653862571,1
-0.452862795,-2.774031783,12.40851627,0.500207167,-0.104948388,-0.725708932,1
-0.825541378,-3.623101171,11.03193166,0.307066366,-0.050295885,-0.756685105,1
-1.377348854,-1.177396866,9.632009777,0.074962525,-0.051438206,-0.709063316,1
-1.239132936,0.489568586,9.984555618,0.133218697,-0.064780764,-0.613545393,1
-0.580645577,-1.846072562,10.90644282,0.386562111,-0.138702132,-0.670782031,1
-0.462426411,-3.099066751,11.68798844,0.602367056,-0.198516757,-0.703322221,1
-1.493610925,-2.699079103,10.9473338,0.344808657,-0.134441679,-0.697057091,1
-1.721478203,-0.830827279,10.4227118,0.121315877,-0.102586172,-0.661687699,1
-1.179591698,-0.855845921,10.20340928,0.178760002,-0.101565627,-0.701517246,1
-0.337386472,-2.100637588,10.81461532,0.401488565,-0.156645716,-0.757853733,1
-0.363627582,-1.561931513,11.67529961,0.561408977,-0.239695921,-0.646266305,1
-1.503270807,-2.25925385,11.06711095,0.428303128,-0.227356719,-0.487839456,1
-1.917225805,-1.497206155,10.02490747,0.236303937,-0.154192173,-0.653669412,1
-1.010085677,0.025025099,10.10848972,0.161968589,-0.069400351,-0.658127869,1
-0.414354812,-0.478921099,11.09774736,0.317420479,-0.110763682,-0.643311711,1
-1.387978606,-1.889643608,11.68721648,0.513654828,-0.21370721,-0.527285615,1
-1.784146391,-1.706308058,11.21560211,0.479715888,-0.265729063,-0.477617859,1
-1.271139961,-0.417028898,10.26152535,0.25248965,-0.124706694,-0.572165605,1
-1.821071755,-1.050799837,9.743689662,0.18625729,-0.042535387,-0.591307104,1
-2.037129159,-0.675843385,10.84867918,0.337738299,-0.110234424,-0.540397782,1
-1.591331854,-1.388373914,11.11776548,0.432098949,-0.135785607,-0.50393007,1
-1.163479797,-0.864513416,10.65369817,0.33835706,-0.102703562,-0.502124511,1
-2.426368836,-0.261725263,9.666615222,0.261534661,-0.092585432,-0.387851812,1
-2.809655974,0.318247763,9.341938085,0.296166358,-0.093834748,-0.342864183,1
-1.986464511,0.338140182,10.20438867,0.332795624,-0.048735295,-0.496491325,1
-1.811176247,-0.002572004,10.20446396,0.380881783,-0.013033814,-0.529610451,1
-2.668698385,0.333698019,9.709740124,0.307710688,-0.073598726,-0.401717485,1
-2.90283308,1.370760515,9.518622156,0.302255222,-0.068429182,-0.303701362,1
-3.161666358,1.125815702,9.033373339,0.207601053,0.041450735,-0.325599327,1
-3.320152235,0.542064119,9.400003095,0.263526807,0.03884784,-0.361073743,1
-2.636124093,1.779628319,10.15129169,0.372490474,0.028358922,-0.400889115,1
-3.574278419,0.724088942,8.391455203,0.305525519,0.00568897,-0.223230246,1
-2.99906772,2.74692339,8.419314878,0.241858011,0.052414116,-0.232587867,1
-3.443365582,3.335207175,8.872914032,0.205127939,0.02642677,-0.115947758,1
-4.506628494,2.13967728,8.644458,0.245651476,0.007750253,-0.162266007,1
-3.486664458,2.700849436,8.851021903,0.320662252,0.101911026,-0.241392082,1
-3.168332042,3.162657704,8.230854703,0.167800204,0.159826365,-0.212564245,1
-3.747356255,3.246957131,7.483075294,0.124212404,0.080869694,-0.133559718,1
-4.072807409,3.898509046,7.90774581,0.143451443,0.016531418,-0.081657391,1
-3.992051574,3.745548232,8.734826783,0.17763498,0.012587517,-0.082471717,1
-3.595676777,3.091601114,9.346607477,0.266535294,0.02379781,-0.160251145,1
-3.239081474,2.588899313,8.781847573,0.225367197,0.047479454,-0.159088659,1
-3.149305888,2.68143756,8.033362001,0.066520773,0.03516866,-0.122854005,1
-3.393631983,3.727292756,8.137005574,-0.028327811,0.044906921,-0.086805789,1
-3.786653411,4.048929489,8.92682869,-0.018414135,-0.079216724,-0.056221298,1
-3.468728057,2.634866156,9.511168452,0.131346844,-0.065121059,-0.116563045,1
-1.946775053,1.674549476,9.825840679,0.248383451,0.044941622,-0.276475964,1
-1.815403586,1.484192306,9.61254182,0.143535888,0.024960855,-0.251717066,1
-2.60506113,2.532256676,8.802309322,-0.069265185,-0.064404286,0.00238646,1
-2.786704994,3.913783727,8.941307621,-0.254069777,-0.151087574,0.030435234,1
-2.375599978,3.151945006,9.200867264,-0.068465002,-0.055264103,-0.043632204,1
-2.141372692,0.778495913,9.287014871,0.131481467,-0.001942552,-0.290439583,1
-1.649516055,0.060667243,9.548523965,0.179127333,0.030673329,-0.286565234,1
-1.184315786,1.681632129,8.931308547,-0.087333134,-0.024452227,-0.137755647,1
-1.851813731,2.932530635,8.89413427,-0.22007143,-0.036603165,0.053243427,1
-3.011999638,2.279363409,8.789298392,-0.004180211,-0.186459479,-0.023202645,1
-2.498561865,1.13386928,8.942008151,0.111818122,-0.047830171,-0.115371726,1
-0.661601389,0.449104811,8.911007737,0.114966674,0.142555382,-0.249529141,1
-1.269478712,1.492859145,8.758679443,-0.034433045,0.051554168,-0.227117125,1
-2.795119117,2.892174001,9.422789411,0.030533052,-0.202941591,0.16845663,1
-3.016423119,3.313889522,9.111379395,-0.101819856,-0.247223972,0.073735664,1
-2.007215933,2.629114056,9.171032599,0.053422404,0.0589146,-0.056034389,1
-0.522423643,1.68079551,9.795208594,0.091385119,0.13663277,-0.246447117,1
-2.177229751,0.373350517,9.703681566,0.173348273,0.055530661,-0.159659265,1
-2.20820476,1.766566145,9.350377565,0.007088638,0.007443269,0.008395161,1
-2.237112516,3.229351597,9.276194424,-0.192309837,0.052748975,0.075329063,1
-2.147400401,3.478940787,9.028014074,-0.060266002,0.057719806,0.050486983,1
-1.952133331,2.516286203,9.097936119,0.096850967,0.002303153,-0.092836595,1
-1.471390469,1.377290516,9.439042564,0.23646588,0.035279174,-0.118536607,1
-2.029618105,1.101658719,9.29560994,0.14432386,0.046061297,-0.146229064,1
-1.378404191,3.010125002,9.382393513,-0.057317095,0.088746912,0.064606252,1
-1.781522959,3.623933116,9.100726815,-0.216050415,-0.013293303,0.098743781,1
-1.637717291,3.340641227,8.675155632,0.047250606,0.011524945,0.009792614,1
-1.585310673,2.127534772,8.570283612,0.06716252,0.013342854,-0.164206505,1
-1.43728167,1.531544998,9.464376523,0.155756366,0.001813892,-0.061700693,1
-1.219421916,2.081704791,9.952907136,0.070113438,-0.116131639,-0.088574068,1
-1.733213449,2.199898214,9.224448713,-0.024055301,-0.019835893,0.068173412,1
-1.12194712,2.452382145,9.189374241,-0.08354163,0.007765022,-0.013919882,1
-1.631058991,1.634972851,9.491810416,0.021762618,0.041444217,0.009301158,1
-1.047204881,1.4879635,10.03257973,0.090115473,-0.020652623,-0.088274798,1
-1.23741089,1.720189536,9.465095687,0.047485832,-0.008909538,-0.06741829,1
-1.223642078,1.766440938,9.217574201,-0.053993444,0.006812736,0.013031597,1
-1.384039547,2.019710814,9.551095863,0.007004453,0.019442349,-0.01439786,1
-0.711206239,2.403309239,9.931576121,0.035649431,-0.074278086,-0.007353847,1
-1.156355298,1.856661635,9.266350335,0.019528994,-0.010285846,0.024996513,1
1.256280337,-1.435202096,9.914553884,0.009614084,0.023932227,-0.015852125,1
0.705363548,-1.260447145,10.21913815,-0.007283332,-0.074642862,-0.070488001,1
0.894908245,-0.895953626,10.0138808,0.072622857,-0.083217151,-0.125005394,1
2.377078161,-1.048368397,9.28413144,0.005805029,-0.018406764,-0.214518736,1
2.44332102,-1.536936819,9.116509577,-0.030823179,-0.027811501,-0.287149032,1
1.561360545,-1.232831814,9.814113647,0.007688418,-0.06602442,-0.158584618,1
1.25864524,-1.771475923,10.23453812,0.02361046,-0.098895173,-0.125476788,1
2.005325277,-1.533774121,9.950230735,-0.042660519,-0.032139538,-0.235647373,1
2.95475389,-1.158368649,9.416677998,-0.052344252,-0.077379321,-0.289511291,1
2.430430521,-1.232346157,9.48287793,0.002243755,-0.079064995,-0.276690329,1
1.625531151,-1.142157356,10.04147744,0.12360197,-0.1259082,-0.152960013,1
2.334188386,-1.565690978,10.04138435,0.052932531,-0.110541626,-0.251730805,1
3.19656764,-1.026036875,9.840334948,-0.030740344,-0.059945903,-0.376921951,1
3.113047173,-1.376197417,9.583423117,-0.002405011,-0.084161486,-0.325963274,1
2.471657653,-1.756001144,9.703713763,-0.028955321,-0.070345126,-0.279485483,1
2.273743824,-1.08623594,10.25864612,-0.01574373,-0.082589908,-0.278517215,1
2.688067579,-1.664979112,10.48407584,0.045861112,-0.076377682,-0.310784934,1
3.190775919,-1.261966935,10.52114772,0.037447736,-0.050545265,-0.403929037,1
3.008310563,-1.540758611,9.748939996,-0.020991525,-0.104118671,-0.358221175,1
2.522472019,-1.2919941,9.846374326,-0.021088811,-0.089081736,-0.316412947,1
1.933923772,-0.638489577,10.69526925,0.080581322,-0.120050863,-0.318093899,1
2.555818697,-1.233838276,11.04085683,0.092440546,-0.135192715,-0.361700541,1
3.151937462,-1.536165024,10.36133515,0.04965152,-0.090907005,-0.488418398,1
2.817357,-0.645455635,10.36129692,-0.026075036,-0.145075199,-0.430953979,1
2.414315299,-0.759764505,10.54613322,0.039126741,-0.136260435,-0.373018654,1
2.949157941,-0.962755993,10.73246323,0.067291919,-0.124043446,-0.451299656,1
3.374277297,-0.097116697,10.78640806,0.03433278,-0.099041108,-0.490706238,1
3.261843029,0.725210245,10.84728612,0.085887987,-0.145590335,-0.412854544,1
3.092500222,-0.093498031,10.54048953,0.111420027,-0.117948346,-0.427515692,1
3.590673372,0.720949815,10.38993902,0.062319283,-0.110256944,-0.504945241,1
4.104091148,0.322013705,10.33574647,0.030942005,-0.071770924,-0.535814212,1
3.329225577,-0.67676345,10.40898682,0.107353774,-0.067200194,-0.480140629,1
2.305930253,0.024473488,10.56787606,0.096914777,-0.098009082,-0.396309718,1
3.039424458,0.147045374,10.05487743,0.151061385,-0.092409932,-0.441010214,1
4.082104046,0.617741421,10.21670708,0.163722082,-0.056852636,-0.552694034,1
3.456445312,-0.778029222,10.60118715,0.206744248,-0.049030233,-0.507984613,1
2.53521212,0.356846156,11.19140596,0.234510386,-0.066797606,-0.465760042,1
2.550350868,-0.722584122,10.12227071,0.083988422,-0.079615111,-0.509384661,1
3.233354383,0.734467655,10.23063788,0.025068012,-0.032118154,-0.6206918,1
3.509273078,-0.422603768,10.73508159,0.132605758,-0.0642973,-0.581199105,1
3.028242951,-1.023047563,11.38803985,0.320162677,-0.070498642,-0.579455241,1
2.799916295,0.126045913,11.52311825,0.232720382,-0.068223445,-0.531593804,1
3.403315327,-0.612384901,10.79059151,0.072358965,-0.030942276,-0.622818695,1
3.332276368,-0.363185643,10.9791964,0.127825187,-0.013742337,-0.651485774,1
2.64099615,-0.279760583,11.418086,0.21679389,-0.002446245,-0.573184481,1
2.506727378,-0.767361452,11.22091082,0.211245119,-0.0017502,-0.534659317,1
2.746454302,-0.064084116,10.85121326,0.123786439,0.026785555,-0.637521455,1
2.931368654,-1.020210262,10.3812291,0.056148832,0.049742146,-0.647221114,1
2.594865061,-0.18978351,11.11664172,0.147798188,0.07286555,-0.670171387,1
2.031693779,-1.356194665,10.95578408,0.200338793,0.057520464,-0.57633452,1
2.182951898,0.09902651,10.33974352,0.208736044,0.034922231,-0.619842748,1
2.68466912,-0.697364357,8.933951361,0.086065827,0.058672868,-0.63763685,1
3.017178585,-0.625683533,8.461041369,0.069951638,0.083444916,-0.677573452,1
4.432223936,1.116861157,9.384044589,0.144933662,0.183973005,-0.789565494,1
2.321565678,-2.223570081,10.55909316,0.313050835,0.165525662,-0.546331131,1
-0.961252133,-0.715442038,11.98669479,0.473945914,0.004409273,-0.330550433,1
-1.59727676,0.423275876,10.00092909,0.18030681,-0.035101091,-0.38268995,1
2.892132029,-0.717301925,8.105617372,-0.21823557,0.175980568,-0.749164788,1
5.123370918,-1.311010661,11.96241155,0.074764709,0.135293968,-1.191713927,1
2.224289019,-3.39514651,14.14419607,0.613079474,0.005824632,-0.739552375,1
-1.368854804,-2.450872862,12.50413128,0.350619915,-0.281109883,-0.309594188,1
-0.382386101,1.184570352,10.12374579,-0.096648682,-0.011012835,-0.496399618,1
3.210149383,-0.215578132,8.921590801,0.019292849,-0.025557899,-0.882162209,1
1.101850643,0.347860398,10.08975648,0.429265454,-0.114998616,-0.846327881,1
-1.17247419,-2.250238101,8.859878691,0.209682843,-0.264668586,-0.41113101,1
-1.917629457,-0.499616707,10.52875885,0.096172719,-0.368478864,-0.485158378,1
1.382637935,-2.58241586,12.84065221,0.472375863,-0.243800061,-0.733959356,1
5.466981615,-3.896998182,14.01257781,0.480180787,-0.085183877,-1.218957239,1
4.139668557,-2.024508972,13.67928687,0.39523523,-0.171067572,-0.996132956,1
-1.605048518,-0.99010129,13.67430929,0.36620389,-0.250539597,-0.247596519,1
-2.905189745,-1.628872728,14.89217331,0.559803636,-0.305576929,-0.145147585,1
0.822190312,-2.544403656,15.04076559,0.57669871,-0.132928387,-0.795802777,1
3.695308402,-2.556695957,14.63318924,0.328338986,0.129234618,-1.235265862,1
0.574843351,-2.177994706,12.21062111,0.264519176,-0.056824251,-0.750827994,1
-1.969086274,0.138468899,11.77573732,0.139160489,-0.22924386,-0.33979819,1
-0.674288861,-1.242376634,12.82405108,0.542173761,-0.018729952,-0.5930788,1
1.523495737,-2.563311745,12.85083673,0.824937204,-0.214402138,-0.84692079,1
0.512815773,-2.305622147,10.37238829,0.532711869,-0.147331077,-0.686488468,1
-1.628687816,-0.283668582,7.841184075,0.191607318,-0.226826988,-0.434035467,1
-0.958439825,2.684024504,10.98874139,0.33303441,-0.307501624,-0.451494727,1
1.462204297,-1.846540227,13.07647653,0.796694766,-0.2089356,-0.841523502,1
1.293133588,-2.709703463,11.84225893,0.588008916,-0.282483269,-0.891286928,1
-1.237660659,0.78235951,9.593118535,0.231927343,-0.332572713,-0.392996549,1
-0.410479895,1.382037083,8.553210714,-0.011149734,-0.359118478,-0.486533413,1
2.663871458,-0.274345801,11.20918547,0.417712456,-0.299165502,-0.866587149,1
2.778942938,-2.909051555,13.42832722,0.73799445,-0.189160305,-0.889166687,1
-0.145198324,-0.346719717,11.82573954,0.346774862,-0.290005549,-0.58761364,1
0.147307301,0.058642266,10.6931161,0.117490437,-0.14656796,-0.615041021,1
1.431753123,-0.409970142,10.16797835,0.07467381,-0.086278008,-0.712517224,1
1.406956401,-0.953628353,11.41900063,0.378699749,-0.15267273,-0.720211477,1
0.425563018,-3.605780535,11.81520689,0.487123553,-0.210881529,-0.570683752,1
-0.131991213,-2.613652414,11.88963015,0.28692561,-0.139785856,-0.651538142,1
-0.258644598,-2.241385841,11.09776127,0.071098449,-0.0392983,-0.742683262,1
-0.116838308,-1.929840367,11.07842897,0.053462565,-0.027108227,-0.79759616,1
0.353192862,-1.527758967,11.94198305,0.31023288,-0.146574088,-0.674788698,1
-0.052163425,-3.651352786,11.35510515,0.430043432,-0.123128449,-0.601025998,1
-0.963967881,-2.556210532,10.47291488,0.26490656,-0.149237227,-0.65720014,1
-0.694081601,-0.937984618,10.90481478,0.244237126,-0.139186403,-0.63294443,1
0.03449892,-2.33737223,11.28133101,0.294107545,-0.054051324,-0.795809615,1
-0.450285603,-2.859867088,11.17121212,0.223017062,-0.082573901,-0.771923211,1
-1.28792569,-2.161595501,11.09867902,0.305057103,-0.146695326,-0.614419116,1
-0.767924252,-1.954566317,10.85028539,0.334097793,-0.17746717,-0.65623422,1
-0.136412552,-2.004711567,11.30349989,0.390132323,-0.167470353,-0.733206218,1
-0.606650853,-2.114716825,10.87825894,0.443851021,-0.168202695,-0.684299522,1
-1.107312322,-2.843705805,10.05599611,0.314199212,-0.255464972,-0.618997365,1
-0.517206458,-2.479388153,10.78432515,0.319549265,-0.199693535,-0.753825301,1
0.193272296,-1.315557586,11.54846733,0.317836597,-0.071174807,-0.860728532,1
-0.327496369,-1.922235664,11.41391373,0.36992829,-0.221752872,-0.658526503,1
-0.995206466,-2.052911138,11.19118015,0.467991219,-0.268934884,-0.58772539,1
-1.201333115,-2.492132105,10.82182542,0.360337571,-0.215411303,-0.609088354,1
-0.721011018,-1.414843388,11.60634244,0.369333495,-0.162625719,-0.729387488,1
-1.180066431,-2.502529173,11.18814422,0.297609308,-0.14709397,-0.673512689,1
-0.981132776,-2.135417732,11.16981657,0.327498463,-0.132887332,-0.719493857,1
-0.82633318,-2.299621165,10.96937256,0.435532362,-0.268250353,-0.601628822,1
-0.973853478,-1.990113362,11.68735108,0.45339445,-0.213817441,-0.554203106,1
-1.586757561,-2.353242592,11.97015222,0.472429282,-0.199019654,-0.550848133,1
-1.566563506,-1.239718362,11.70775347,0.371044965,-0.14296383,-0.535698491,1
-1.267801931,-1.246842061,10.6002986,0.243500261,-0.021464266,-0.578561028,1
-1.469981376,-0.632379116,10.10242024,0.307919641,-0.04320106,-0.532647438,1
-2.218090936,-0.630139502,10.32625012,0.29125801,-0.04188194,-0.496077109,1
-2.240356208,-1.167315969,10.63062705,0.38366191,-0.027193099,-0.544554485,1
-1.733897675,-0.108467929,10.56254079,0.409060218,-0.031178632,-0.557069046,1
-1.969399616,0.123727967,9.494384542,0.247522746,-0.019472017,-0.445427879,1
-2.167233864,0.367120154,9.334217221,0.353883597,-0.048268413,-0.363701455,1
-2.8307769,-0.558845446,9.353614888,0.380921091,-0.064988985,-0.391877619,1
-2.793257149,0.266492729,9.984453393,0.381459291,-0.004544529,-0.434828636,1
-2.670297435,1.154173879,9.840794769,0.344212369,0.004589364,-0.381674023,1
-2.947760794,1.77875351,9.522780125,0.263610516,0.017031865,-0.293041574,1
-3.837293739,0.898082573,9.369667581,0.3751668,-0.041311663,-0.241487595,1
-3.750477505,0.647339218,8.75848634,0.393585379,0.023183843,-0.305934812,1
-2.812325375,2.358969475,9.054488046,0.279023214,0.125852972,-0.329827475,1
-2.933018677,3.192941895,9.263035784,0.292544272,0.091042357,-0.192073084,1
-3.682044236,2.605462315,8.717248201,0.315304427,0.001422007,-0.126124171,1
-4.095888587,2.429241097,8.032315502,0.283954593,0.052876939,-0.146443406,1
-4.171968353,2.92730923,7.983458763,0.172305626,0.130600544,-0.135866176,1
-4.11730005,3.409653196,8.468340443,0.170582581,0.137434385,-0.166504707,1
-4.32748176,3.300247305,8.892737874,0.244694015,0.090911567,-0.13673474,1
